,reviews
1965,WOW so beautiful! ❤️ I am SO impressed with the quality of these bikinis. I absolutely love how unique they are and different from what you would find in a store. I cannot thank you enough!
1966,Such a great person to do business with! Fantastic customer service and really does care about her products and customers! Great work and top quality product! Cant say enough about how much I love this suit!!
1967,Amazing bikini and super friendly seller :) thank you so much
1968,Very happy with item thank you!
1969,Regina did an amazing job on my suit! I have been waiting for it all week and as soon as I got it I tried it on and it fits perfectly! The craftsmanship is unbelievable and I will be ordering more items from her in the future. She even took the time to write a note wishing me a good vacation. We need more Reginas in the world!
1970,"Ridiculously beautiful! Seller was incredibly helpful and patient when it came to recommending the appropriate size for me (I typically wear a size 6/8 in bottoms and was looking for something 'cheeky' but by no means Brazilian and was recommended a size small). 'Safari' is a beautiful golden-beige, the small fit perfectly (long side-ties mean plenty of room for custom adjustments which is perfect), and the crochet work is undoubtedly professional - insanely beautiful and well worth the money and then some!"
1971,"The shop owner was very kind/friendly, and responded within the hour when i messaged her. my items arrived in a timely matter and everything exuded my expectations. i am very happy with my order."
1972,these are super cute but they took a long time to come in and they are VERY cheeky from the picture I thought they would cover more of the back.
1973,"The owner of this shop was so sweet! I asked her if there was any way she could have these bottoms ready by Spring Break, and she handmade them and shipped them right over ASAP. Great bottoms, very durable. Will definitely buy from here again!"
1974,"These are very well made bikini bottoms.  Considering they are made to order, they arrived in a good amount of time.  The attention to detail is superb, and the sweet, handwritten note in the package was a nice touch."
1975,This is my second pair of bottoms and they are just as perfect as the first pair. Just beautiful.
1976,Absolutely beautiful.  Will buy again!
1977,Beautiful color & craftsmanship ! Love it
1978,Can't wait to take these swimming.
1979,Love this suit! Very well handcrafted! Quick shipping to!
1980,"Regina shipped my order on time and she was very helpful when I had problem with the tracking. I like how the bikini fits, the bottoms are more cheeky than it looks in the photo, but I think the material is too thick and hard. And the strings are way too long for it's size."
1981,"The seller's communication was better than any company I've ever purchased from. I contacted her over 40 times during the process of creating my swimsuit and every time she aimed to pleased! The swimsuit itself is beautiful but I and the seller had to modify it a lot! The seller changed the style of the swimsuit for me(the neckline, the plunge back, and the fringe) I'm size 14 to 16 therefore the fringe that the model wore didn't work for triple d breasts. Once I received the swimsuit I still had to get some alterations done like cutting some fringe off because it was too bulky and getting the swimsuit taken in on both sides. The actual spandex  material of the body of the swimsuit was on the lower quality and didn't really snatch the body. My profile is the swimsuit. I want something else made but i want it in person!!!"
1982,Just received it yesterday tried it on fits perfect....I gave them my size told them how I wanted it ..and that's the way they made it BEAUTIFUL well made....I love how the owner had patience and communicate with you...and their quick response. . Thx again will send pics when I wear it...
1983,"I just love my bathing suit,,,great fit and the seller was willing to make adjustments to the suit for me,,I will be back,,thank you"
1984,"I loved this piece but it was small on me and seller tried everything to accommodate by even getting my sizes and my body would not cooperate. Even though i returned it, the seller was great and did her best."
1985,"LOVE everything about it! The seller is so nice and even included a blue gem incase I wanted to change it for the opal gem. Plus, it was really fast shipping. Received it after 3 days. Thank you! Will be ordering more in the future! :)"
1986,I love it soo much! It hides my fat belly! It worths my 62.00! I'll totally wear this at a pool party or at the pool! Really comfortable too! I love it! I'd buy from her/him!
1987,"Love my bathing suit, great quality! I can't wait to wear it on my upcoming Disney trip. The shop owner was great about exchanging bottom sizes for me in a timely and fair manner. In my experience her items run true to size. I sized up on the bottoms because of my top size which was not necessary. I would recommend ordering true to size even if that means mixing sizes on top/bottom."
1988,Love the suit!
1989,"I (Jim's wife) will feel so special and elegant in this swimsuit, as I will also match my 6 year old granddaughter in her Jasmine swimsuit. Totally fun!!"
1990,Wonderfully made pieces and awesome communication. Ty so much!
1991,"Wow, this is my third cover up from ZoeZstudio and I love it just like the others. It's chic and elegant looking. I usually wear a size large and this fits perfectly.  Zoe's cover ups seriously give pieces from high end brands a run for their money."
1992,I have now purchased 3 Swim cover ups. I constantly receive positive comments Or inquiries of where I purchased when I wear. Very reasonable and great quality. Thank you as always!
1993,"Love it!!! Arrived quickly, would purchase again from this shop."
1994,Very cute- thanks so much!
1995,"True to picture, pretty design, good quality."
1996,"This bikini is beautiful.  It fits perfectly and very well made.  It did take over a month to receive, but well worth it!  Thanks."
1997,Lovely Handmade Bikini!! It feels very unique and it suits so well. I have received it very quickly after ordering it.
